"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","주차현황 정보 제공여부","주차현황 정보 제공여부명","주차 면(주차 가능 차량 수)","현재 주차중인 대수","현재 주차 차량 업데이트 시간","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금","주차장 위치 좌표 위도","주차장 위치 좌표 경도","배정코드","배정코드명"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52130565","126.92668288","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52127037","126.92662685","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52116482","126.92645849","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.5212001","126.92651451","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.5210968","126.92634333","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52073678","126.92576676","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52163123","126.92720152","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52159595","126.9271455","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52113141","126.92640166","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52080724","126.92588354","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52087751","126.92599737","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52166889","126.92725786","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52077434","126.92582452","PIS02","미배정미점유"
"1543377","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 35-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","0","미연계중","16","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:27","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","20000","37.52123509","126.92657083","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54581738","126.95924245","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54563337","126.9588111","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54591128","126.95948739","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54585297","126.95934174","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.5457999","126.95919301","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54565898","126.95885509","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54560666","126.95876837","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54647388","126.96071053","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54645434","126.9606619","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.5459719","126.95963127","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.5459922","126.95967928","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54576316","126.95909478","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54627188","126.96023155","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54639748","126.96051604","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54672783","126.96228704","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.5461541","126.96000258","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54593126","126.95953518","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54595163","126.95958329","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54610621","126.95991213","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54620156","126.96009344","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54622528","126.96013938","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.5460133","126.95972728","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.5467205","126.96234917","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54674987","126.96210031","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54578199","126.95914356","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54574387","126.95904617","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54673529","126.96222463","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54674252","126.96216234","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54677221","126.96191246","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54605945","126.95981998","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54669988","126.96253575","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54670653","126.96247356","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54629455","126.96027783","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54631632","126.96032466","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.5463781","126.9604679","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54641649","126.96056469","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.5464353","126.96061353","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54655577","126.96090368","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54675754","126.96203816","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54587229","126.95939058","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54658137","126.96094919","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54651282","126.9608076","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54660723","126.96099379","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.5465332","126.96085605","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54649329","126.96075912","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54572472","126.9589969","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.5457048","126.95894783","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54603646","126.959774","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54617782","126.96004797","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54635829","126.96041965","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.5456828","126.95890078","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54669296","126.96259794","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54589119","126.95943925","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54583456","126.95929199","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.5463374","126.96037192","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54624847","126.96018546","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54671348","126.96241143","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54608274","126.95986609","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54676445","126.96197601","PIS02","미배정미점유"
"1546066","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","60","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:20","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0","37.54613007","126.95995771","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.5450276","126.95811603","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54338354","126.95902314","PIS02","미배정미점유"
